103 , 🧐 Você tem Product Sense? | Papo na Arena #103                                                                                                                                                             , https://podcasters.spotify.com/pod/show/papo-na-arena-podcast/episodes/Voc-tem-Product-Sense---Papo-na-Arena-103-e3e9kac
102 , 🤖 Claude Code: Acabou pro ChatGPT? | Papo na Arena #102                                                                                                                                                    , https://podcasters.spotify.com/pod/show/papo-na-arena-podcast/episodes/Claude-Code-Acabou-pro-ChatGPT---Papo-na-Arena-102-e3dutbr
101 , "Previsões 2026 (que ninguém pediu) sobre Produto, AI e Tech | Papo na Arena #101"                                                                                                                          , https://podcasters.spotify.com/pod/show/papo-na-arena-podcast/episodes/Previses-2026-que-ningum-pediu-sobre-Produto--AI-e-Tech--Papo-na-Arena-101-e3dk6r2
100 , Papo na Arena 1️⃣0️⃣0️⃣: Retrospectiva Produteira e Melhores do Ano                                                                                                                                         , https://podcasters.spotify.com/pod/show/papo-na-arena-podcast/episodes/Papo-na-Arena-100-Retrospectiva-Produteira-e-Melhores-do-Ano-e3bq31i
99  , IA é uma bolha? O que isso muda na sua vida | Papo na Arena #99                                                                                                                                             , https://podcasters.spotify.com/pod/show/papo-na-arena-podcast/episodes/IA--uma-bolha--O-que-isso-muda-na-sua-vida--Papo-na-Arena-99-e3b8pai
98  , Como foi o Product Leader Summit 2025? | Papo na Arena #98                                                                                                                                                  , https://podcasters.spotify.com/pod/show/papo-na-arena-podcast/episodes/Como-foi-o-Product-Leader-Summit-2025---Papo-na-Arena-98-e3aivej
null, Aviso Rápido                                                                                                                                                                                                , https://podcasters.spotify.com/pod/show/papo-na-arena-podcast/episodes/Aviso-Rpido-e39s9kl
97  , Panorama de Produto 2025: salários e tendências | Papo na Arena #97                                                                                                                                         , https://podcasters.spotify.com/pod/show/papo-na-arena-podcast/episodes/Panorama-de-Produto-2025-salrios-e-tendncias--Papo-na-Arena-97-e398ir7
96  , Uma semana insana de lançamentos em IA | Papo na Arena #96                                                                                                                                                  , https://podcasters.spotify.com/pod/show/papo-na-arena-podcast/episodes/Uma-semana-insana-de-lanamentos-em-IA--Papo-na-Arena-96-e38ueoh
95  , 👓 Meta Display: o novo iPhone? | Papo na Arena #95                                                                                                                                                         , https://podcasters.spotify.com/pod/show/papo-na-arena-podcast/episodes/Meta-Display-o-novo-iPhone---Papo-na-Arena-95-e38hi4j
